School_District,Account_Name,V_Counter,Description,Debit,Credit,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_year,BatchNo,Cancel_Flag,CP_Dummy,Unnamed_19,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code
Cordova City School District,700.JH Volleyball.Other Expenses - Fu,3-03012019,akcomm-235434211-jhvb-supplies,91.17,0,3/1/2019,P,,103262019,12065,,509,ALASKA COMMERCIAL COMPANY     , 03-01-2019_       ,19,528,   ,3-03012019,,19,710,0,700,968,F40
Cordova City School District,700.JH Volleyball.Other Expenses - Fu,4-02282019,krispy kreme/jh vb/fund raiser,2175,0,2/28/2019,P,,103262019,11958,,3654,Krispy Kreme                  , 02-28-2019_       ,19,528,   ,4-02282019,,19,710,0,700,968,F40
Cordova City School District,700.JH Volleyball.Stipends - Reimburs,1-03252019,March 25 2019 Payroll PC09,3161,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,1-03252019,,19,710,0,700,968,R10
Cordova City School District,700.JH Volleyball.Assoc. Payroll - Re,1-03252019,March 25 2019 Payroll PC09,241.81,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,1-03252019,,19,710,0,700,968,R20
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,10-01162019,jh-VB game referee-1-25-19-cor,198,0,1/16/2019,O,19000489,,,,101441,PRINCE WILLIAM MOTEL          ,                   ,19,381,   ,10-01162019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,1-01172019,akair-merlin-jh-VB-1-25-19-ref,647.2,0,1/17/2019,P,,101262019,11447,,301,ALASKA AIRLINES  INC          , 01-17-2019_       ,19,441,   ,1-01172019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,11-02202019,res# 114274-jh vb-ecollins-2-2,352.7,0,2/20/2019,O,19000507,,,,528,AVIS RENT-A-CAR-ANCHORAGE     ,                   ,19,475,   ,11-02202019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,12-02262019,res# 114274-jh vb-ecollins-2-2,0,352.7,2/26/2019,O,19000507,,,,528,AVIS RENT-A-CAR-ANCHORAGE     ,                   ,19,485,   ,12-02262019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,13-03012019,akair-jh vb-ferry back online,-614,0,3/1/2019,P,,103262019,11934,,301,ALASKA AIRLINES  INC          , 03-01-2019_       ,19,528,   ,13-03012019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,14-03012019,akair-jh-vb-e collins,-5.6,0,3/1/2019,P,,103262019,11940,,301,ALASKA AIRLINES  INC          , 03-01-2019_       ,19,528,   ,14-03012019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,15-02272019,amhs-nve home/e collins,265,0,2/27/2019,P,,103262019,11980,,1,ALASKA MARINE HIGHWAY SYSTEM  , 02-27-2019_       ,19,528,   ,15-02272019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,16-03012019,akair/ferry back online switch,-921,0,3/1/2019,P,,103262019,11947,,301,ALASKA AIRLINES  INC          , 03-01-2019_       ,19,528,   ,16-03012019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,17-02212019,perdiem/jh vb/valdez/2-28-19,130,0,2/21/2019,P,,AC00100736,11654,,5274,King Elizabeth                ,2282019,19,476,   ,17-02212019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,18-02212019,perdiem/jh vb/valdez/2-28-19,153,0,2/21/2019,P,,100005147,11668,,6696,Tiedeman Sara                 ,2282019,19,476,   ,18-02212019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,2-01312019,amhs-1430304-jh vb-1-31-19,767,0,1/31/2019,P,,102262019,11687,,1,ALASKA MARINE HIGHWAY SYSTEM  , 01-31-2019_       ,19,494,   ,2-01312019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,3-02262019,akair-(153.50)2-25-19,1535,0,2/26/2019,P,,102262019,11688,,301,ALASKA AIRLINES  INC          , 02-26-2019_       ,19,494,   ,3-02262019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,4-02052019,amhs-1430304-jh vb-2-5-19,-767,0,2/5/2019,P,,102262019,11695,,1,ALASKA MARINE HIGHWAY SYSTEM  , 02-05-2019_       ,19,494,   ,4-02052019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,5-02252019,akair-jh vb-1436549-2-25-19,295,0,2/25/2019,P,,102262019,11696,,1,ALASKA MARINE HIGHWAY SYSTEM  , 02-25-2019_       ,19,494,   ,5-02252019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,6-02052019,jh-VB game referee-1-25-19-cor,190,0,2/5/2019,P,19000489,100005092,11586,,101441,PRINCE WILLIAM MOTEL          ,42077,19,440,   ,6-02052019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,7-02052019,jh-VB game referee-1-25-19-cor,0,198,2/5/2019,P,19000489,,11586,,101441,PRINCE WILLIAM MOTEL          ,                   ,19,440,   ,7-02052019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,8-04112019,amhs-1436549 jh vb,354,0,4/11/2019,P,,103262019,11959,,1,ALASKA MARINE HIGHWAY SYSTEM  , 02-28-2019_       ,19,547,   ,8-04112019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Reg. Season Travel ,9-04112019,amhs-1436549 jh vb,-206,0,4/11/2019,P,,103262019,11957,,1,ALASKA MARINE HIGHWAY SYSTEM  , 03-05-2019_       ,19,547,   ,9-04112019,,19,710,0,700,968,R30
Cordova City School District,700.JH Volleyball.Other Expenses - Re,1-01162019,perdiem/jh VB referee-1-25-19,120,0,1/16/2019,P,,AC00100692,11378,,101231,CORDES  MERLIN                ,1252019,19,382,   ,1-01162019,,19,710,0,700,968,R40
Cordova City School District,700.JH Volleyball.Other Expenses - Re,2-03012019,jh 1-24--28-19 bus service pku,229.08,0,3/1/2019,P,,100005159,11825,,3387,First Student                 ,11544473,19,495,   ,2-03012019,,19,710,0,700,968,R40
Cordova City School District,700.JH Volleyball.Other Expenses - Re,3-02262019,tournament fee jh vball/e coll,50,0,2/26/2019,P,,100005151,11680,,1164,VALDEZ HIGH SCHOOL            , 02-26-2019_       ,19,486,   ,3-02262019,,19,710,0,700,968,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,10-02052019,,8.99,0,2/5/2019,P,,110262018,10704,,101485,AMAZON ONLINE ORDERING        , 10-26-2018_       ,19,448,   ,10-02052019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,11-02052019,,9.48,0,2/5/2019,P,,100004739,10379,,4758,Ace Hardware                  ,27130,19,449,   ,11-02052019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,1-11122018,working cash/gayle/bk fair/pri,200,0,11/12/2018,P,,100004867,10596,,28,PETTY CASH                    , 11-12-2018_       ,19,255,   ,1-11122018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,12-05152019,5th grade order /paid from cec,100,0,5/15/2019,P,,100005316,12368,,5711,Quemado May                   , FOOD SERVIC       ,19,603,   ,12-05152019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,13-01162019,aml-266216-fund raise product,784.75,0,1/16/2019,P,,100005040,11365,,6416,AML                           ,266216,19,382,   ,13-01162019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,14-04012019,amz/butterflys/molly/lovie,65.4,0,4/1/2019,P,,104262019,12286,,101485,AMAZON ONLINE ORDERING        , 04-01-2019_       ,19,572,   ,14-04012019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,15-04102019,amz/numb/letter stamp/supplies,228.7,0,4/10/2019,P,,104262019,12292,,101485,AMAZON ONLINE ORDERING        , 04-10-2019_       ,19,572,   ,15-04102019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,16-05032019,reimburse airfare/per Gayle,300,0,5/3/2019,P,,100005274,12307,,8443,Brown Tricia                  , 05-03-2019_       ,19,580,   ,16-05032019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,17-04152019,amz/pool noodles/gayle,102.38,0,4/15/2019,P,,104262019,12254,,101485,AMAZON ONLINE ORDERING        , 04-15-2019_       ,19,572,   ,17-04152019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,18-02012019,ME Guest Food Service Transfer,250,0,2/1/2019,J,1025,,,,         ,                              ,                   ,19,435,   ,18-02012019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,19-11062018,oct mt e pride supplies,65.85,0,11/6/2018,P,,100004883,10632,,88,NICHOLS  BACKDOOR COMPANY     ,10312018,19,247,   ,19-11062018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,20-10122018,rain poncho/tote bags/gayle,21.54,0,10/12/2018,P,,110262018,10772,,101485,AMAZON ONLINE ORDERING        , 10-12-2018_       ,19,249,   ,20-10122018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,2-06052019,cable ties/groff/eccles pride,12.99,0,6/5/2019,P,,100005360,12511,,101535,SEAMANS TRUCKING              ,5302019,19,668,   ,2-06052019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,21-10122018,Totebags/rainponcho/gayle,84.92,0,10/12/2018,P,,110262018,10773,,101485,AMAZON ONLINE ORDERING        , 10-12-2018_       ,19,249,   ,21-10122018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,3-11052018,n.delights/1st quart reading d,100,0,11/5/2018,P,,111262018,11015,,100760,NORTHERN DELIGHTS             , 11-05-2018_       ,19,303,   ,3-11052018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,4-01112019,gft cert for balance of the ye,300,0,1/11/2019,P,,100005039,11364,,28,PETTY CASH                    , 01-11-2019_       ,19,369,   ,4-01112019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,5-12032018,2018-19 book fair pymt,6175.72,0,12/3/2018,P,,100004958,11048,,958,SCHOLASTIC BOOK FAIRS         , B3882859FR        ,19,295,   ,5-12032018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,6-11212018,2018 student sales/w display,2082.3,0,11/21/2018,P,,100004925,10865,,6947,Charleston Wrap               ,105628,19,293,   ,6-11212018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,7-11212018,additional add on to ck 4867-s,160,0,11/21/2018,P,,100004934,10873,,28,PETTY CASH                    ,11272018,19,293,   ,7-11212018,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,8-01182019,sponsor iditarod stop,200,0,1/18/2019,P,,101262019,11498,,3867,One time Vendor               , 01-18-2019_       ,19,441,   ,8-01182019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Fu,9-02052019,,53.73,0,2/5/2019,P,,110262018,10787,,88,NICHOLS  BACKDOOR COMPANY     , 10-08-2018_       ,19,448,   ,9-02052019,,19,710,0,700,977,F40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,10-10262018,supplies/whistles/gayle,8.99,0,10/26/2018,P,,110262018,10704,,101485,AMAZON ONLINE ORDERING        , 10-26-2018_       ,19,249,   ,10-10262018,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,1-10082018,3120539-culture week/gayle,53.73,0,10/8/2018,P,,110262018,10787,,88,NICHOLS  BACKDOOR COMPANY     , 10-08-2018_       ,19,249,   ,1-10082018,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,2-10022018,groff/ammonia/seal,9.48,0,10/2/2018,P,,100004739,10379,,4758,Ace Hardware                  ,27130,19,157,   ,2-10022018,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,3-02052019,,0,53.73,2/5/2019,P,,110262018,10787,,88,NICHOLS  BACKDOOR COMPANY     , 10-08-2018_       ,19,448,   ,3-02052019,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,4-02052019,,0,8.99,2/5/2019,P,,110262018,10704,,101485,AMAZON ONLINE ORDERING        , 10-26-2018_       ,19,448,   ,4-02052019,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,5-02052019,,0,9.48,2/5/2019,P,,100004739,10379,,4758,Ace Hardware                  ,27130,19,449,   ,5-02052019,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,6-08012018,,194.7,0,8/1/2018,P,,100004585,9694,,100910,GREAT ORIGINALS  INC.         ,106797,19,37,   ,6-08012018,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,7-07012018,Great Originals,0,194.7,7/1/2018,J,989,,,,         ,                              ,                   ,19,58,   ,7-07012018,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,8-03252019,nichols-jolly ranchers popsicl,7.89,0,3/25/2019,P,,103262019,12047,,88,NICHOLS  BACKDOOR COMPANY     , 03-25-2019_       ,19,528,   ,8-03252019,,19,710,0,700,977,R40
Cordova City School District,700.ME Hound Pride.Other Expenses - Re,9-03072019,bacon acres-support-sled dog,300,0,3/7/2019,P,,103262019,12066,,3867,One time Vendor               , 03-07-2019_       ,19,528,   ,9-03072019,,19,710,0,700,977,R40
Cordova City School District,700.ME Robotics.Other Expenses - Fu,1-11062018,register into orbit 2018-19 fi,75,0,11/6/2018,P,,100004881,10616,,6840,Juneau Ec. Development Council, 2018-19 FIR       ,19,247,   ,1-11062018,,19,710,0,700,981,F40
Cordova City School District,700.ME Robotics.Other Expenses - Fu,2-08142018,v-First lego-register-beckett-,1470.6,0,8/14/2018,P,,108262018,9959,,3867,One time Vendor               , 08-14-2018_       ,19,92,   ,2-08142018,,19,710,0,700,981,F40
Cordova City School District,700.ME Robotics.Other Expenses - Fu,3-11082018,mte/lego/tshirts/beckett,97.95,0,11/8/2018,P,,111262018,10988,,3867,One time Vendor               , 11-08-2018_       ,19,303,   ,3-11082018,,19,710,0,700,981,F40
Cordova City School District,700.ME Robotics.Other Expenses - Fu,4-11082018,mte/legos/tshirts/beckett,130,0,11/8/2018,P,,111262018,10989,,3867,One time Vendor               , 11-08-2018_       ,19,303,   ,4-11082018,,19,710,0,700,981,F40
Cordova City School District,700.ME Robotics.Other Expenses - Fu,5-11082018,v-customlink/mte lego-tshirts,189.18,0,11/8/2018,P,,111262018,10990,,3867,One time Vendor               , 11-08-2018_       ,19,303,   ,5-11082018,,19,710,0,700,981,F40
Cordova City School District,700.ME Robotics.Other Expenses - Re,1-01302019,reimburse 4th grde space p reg,100,0,1/30/2019,P,,100005070,11419,,6319,Beckett Kristie               ,1122019,19,430,   ,1-01302019,,19,710,0,700,981,R40
Cordova City School District,700.JH Robotics.Other Travel - Fund,10-12132018,akair/jh robo/anc/fund portion,408.99,0,12/13/2018,P,,112262018,11238,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,10-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,1-05312019,CHSSA General Fund Support,0,2107,5/31/2019,J,1061,,,,         ,                              ,                   ,19,672,   ,1-05312019,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,11-11302018,amhs-1413940-jh robotics/12-14,1390,0,11/30/2018,P,,112262018,11248,,1,ALASKA MARINE HIGHWAY SYSTEM  , 11-30-2018_       ,19,363,   ,11-11302018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,12-12132018,akair/jh robo/anc/fund portion,408.99,0,12/13/2018,P,,112262018,11253,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,12-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,13-12132018,akair/jh robo/anc/fund portion,245.96,0,12/13/2018,P,,112262018,11254,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,13-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,14-12132018,akair/jh robo/anc/fund portion,408.99,0,12/13/2018,P,,112262018,11264,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,14-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,15-12132018,akair/jh robo/anc/fund portion,408.99,0,12/13/2018,P,,112262018,11265,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,15-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,16-02262019,conf-88854460-67-68-70-75//con,0,1090,2/26/2019,O,19000457,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,485,   ,16-02262019,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,17-04112019,res#-88734-b-sjostedt-varsity,0,-352.7,4/11/2019,O,19000469,,,,101411,AVIS CAR RENTAL               ,                   ,19,546,   ,17-04112019,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,18-12272018,conf-88854460-67-68-70-75//jh,1190,0,12/27/2018,P,19000459,100005023,11172,,101499,SPRINGHILL SUITES BY MARRIOT  , 205J2000147       ,19,358,   ,18-12272018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,19-12272018,conf-88854460-67-68-70-75//jh,0,1090,12/27/2018,P,19000459,,11172,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,358,   ,19-12272018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,20-12272018,res# 88735-jh robotics-anc-12-,117.57,0,12/27/2018,P,19000470,100005010,11169,,101411,AVIS CAR RENTAL               ,817686026,19,358,   ,20-12272018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,21-12272018,res# 88735-jh robotics-anc-12-,0,235.13,12/27/2018,P,19000470,,11169,,101411,AVIS CAR RENTAL               ,                   ,19,358,   ,21-12272018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,2-11302018,conf-88854460-67-68-70-75//jh,1090,0,11/30/2018,O,19000459,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,301,   ,2-11302018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,3-12112018,res#-88734-beckett-jh robotics,352.7,0,12/11/2018,O,19000469,,,,101411,AVIS CAR RENTAL               ,                   ,19,327,   ,3-12112018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,4-12112018,res# 88735-jh robotics-anc-12-,235.13,0,12/11/2018,O,19000470,,,,101411,AVIS CAR RENTAL               ,                   ,19,327,   ,4-12112018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,5-12112018,res#-88734-b-sjostedt-varsity,0,352.7,12/11/2018,O,19000469,,,,101411,AVIS CAR RENTAL               ,                   ,19,327,   ,5-12112018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,6-12112018,res#-88734-b-sjostedt-varsity,0,352.7,12/11/2018,O,19000469,,,,101411,AVIS CAR RENTAL               ,                   ,19,327,   ,6-12112018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,7-11292018,conf-88854460-67-68-70-75//con,1090,0,11/29/2018,O,19000457,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,299,   ,7-11292018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,8-12132018,akair/jh robo/anc/fund portion,408.99,0,12/13/2018,P,,112262018,11215,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,8-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Travel - Fund,9-12132018,akair/jh robo/anc/fund portion,408.99,0,12/13/2018,P,,112262018,11216,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,9-12132018,,19,710,0,700,982,F30
Cordova City School District,700.JH Robotics.Other Expenses - Fu,1-11062018,register into orbit 2018-19 an,100,0,11/6/2018,P,,100004881,10615,,6840,Juneau Ec. Development Council, ANCH QUALIF       ,19,247,   ,1-11062018,,19,710,0,700,982,F40
Cordova City School District,700.JH Robotics.Other Expenses - Fu,2-08142018,v-First lego-register-beckett-,623.9,0,8/14/2018,P,,108262018,9959,,3867,One time Vendor               , 08-14-2018_       ,19,92,   ,2-08142018,,19,710,0,700,982,F40
Cordova City School District,700.JH Robotics.Other Expenses - Fu,3-11132018,v-customlink/jh robo/tshirts,189.18,0,11/13/2018,P,,111262018,10971,,3867,One time Vendor               , 11-13-2018_       ,19,303,   ,3-11132018,,19,710,0,700,982,F40
Cordova City School District,700.JH Robotics.Other Expenses - Fu,4-11082018,v-customink-tshirts-jh robotic,192.68,0,11/8/2018,P,,111262018,10991,,3867,One time Vendor               , 11-08-2018_       ,19,303,   ,4-11082018,,19,710,0,700,982,F40
Cordova City School District,700.JH Robotics.Reg. Season Travel ,10-12132018,akair/jh robo/anc/sch portion,408.99,0,12/13/2018,P,,112262018,11239,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,10-12132018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,1-05312019,CHSSA General Fund Support,2107,0,5/31/2019,J,1061,,,,         ,                              ,                   ,19,672,   ,1-05312019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,11-12132018,akair/jh robo/anc/sch portion,408.99,0,12/13/2018,P,,112262018,11240,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,11-12132018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,12-12132018,akair/jh robo/anc/sch portion,408.99,0,12/13/2018,P,,112262018,11244,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,12-12132018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,13-12132018,akair/jh robo/anc/part sch por,163.03,0,12/13/2018,P,,112262018,11254,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,13-12132018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,14-12132018,akair/jh robo/anc/sch portion,408.99,0,12/13/2018,P,,112262018,11266,,301,ALASKA AIRLINES  INC          , 12-13-2018_       ,19,363,   ,14-12132018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,15-02132019,conf-77954630-629-627-jh robot,436,0,2/13/2019,P,19000484,100005113,11630,,101499,SPRINGHILL SUITES BY MARRIOT  , 205J2000149       ,19,462,   ,15-02132019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,16-02132019,conf-77954630-629-627-jh robot,0,594,2/13/2019,P,19000484,,11630,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,462,   ,16-02132019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,17-01162019,budget# 845011-jh robotics sta,145.7,0,1/16/2019,O,19000481,,,,3760,Budget Rent a Car- Anchorage  ,                   ,19,381,   ,17-01162019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,18-12272018,balance owed for rental/roboti,10.3,0,12/27/2018,P,,100005021,11162,,101882,RANNEY WENDY                  ,12152018,19,357,   ,18-12272018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,19-01222019,budget# 845011-jh robotics sta,179.03,0,1/22/2019,P,19000481,100005054,11402,,3760,Budget Rent a Car- Anchorage  , A1910204-1        ,19,395,   ,19-01222019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,20-01222019,budget# 845011-jh robotics sta,0,145.7,1/22/2019,P,19000481,,11402,,3760,Budget Rent a Car- Anchorage  ,                   ,19,395,   ,20-01222019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,2-01242019,hs robotics/##??/beckett,1312,0,1/24/2019,P,,101262019,11436,,1,ALASKA MARINE HIGHWAY SYSTEM  , 01-24-2019_       ,19,441,   ,2-01242019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,3-01142019,akair-jh state robotics,359.2,0,1/14/2019,P,,101262019,11457,,301,ALASKA AIRLINES  INC          , 01-14-2019_       ,19,441,   ,3-01142019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,4-01142019,akair-jh robotics-state,359.2,0,1/14/2019,P,,101262019,11458,,301,ALASKA AIRLINES  INC          , 01-14-2019_       ,19,441,   ,4-01142019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,5-01142019,akair-jh robotics-state,359.2,0,1/14/2019,P,,101262019,11459,,301,ALASKA AIRLINES  INC          , 01-14-2019_       ,19,441,   ,5-01142019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,6-01142019,akair-jh robotics state-travel,359.2,0,1/14/2019,P,,101262019,11460,,301,ALASKA AIRLINES  INC          , 01-14-2019_       ,19,441,   ,6-01142019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,7-01142019,akair-state-jh robotics-1-18-1,359.2,0,1/14/2019,P,,101262019,11461,,301,ALASKA AIRLINES  INC          , 01-14-2019_       ,19,441,   ,7-01142019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,8-12172018,reimburse-avis van brkdown-jh,161.97,0,12/17/2018,P,,100004991,11113,,5738,Beckett Jeremiah              ,12162018,19,343,   ,8-12172018,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Reg. Season Travel ,9-01102019,conf-77954630-629-627-jh robot,594,0,1/10/2019,O,19000484,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,367,   ,9-01102019,,19,710,0,700,982,R30
Cordova City School District,700.JH Robotics.Other Expenses - Re,1-01302019,reimburse 8th grde Area 51 reg,100,0,1/30/2019,P,,100005070,11419,,6319,Beckett Kristie               ,1122019,19,430,   ,1-01302019,,19,710,0,700,982,R40
Cordova City School District,700.HS Robotics.Other Travel - Fund,10-04162019,akair-HS-robotics-championship,1658.7,0,4/16/2019,P,,104262019,12194,,301,ALASKA AIRLINES  INC          , 04-16-2019_       ,19,572,   ,10-04162019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,1-11292018,conf-88854460-67-68-70-75//con,2289,0,11/29/2018,O,19000457,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,299,   ,1-11292018,,19,710,0,700,983,F30
