District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Account_Name,Demo_Desc,Date,Description,Debit,Credit,Amount
Chugach School District,20,353,450,100,100,0,Supplies,,5/8/2020,"QUADIENT 
Postage - District Office",140,,140
Chugach School District,20,353,450,100,552,0,Supplies,,11/21/2019,"BofA Charges 
Office Depot - VTE Supplies",51.04,,51.04
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",556.48,,556.48
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",83.88,,83.88
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",,83.88,-83.88
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",499.1,,499.1
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",389.95,,389.95
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",,31,-31
Chugach School District,20,353,450,100,554,0,Supplies,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",62,,62
Chugach School District,20,353,450,100,554,0,Supplies,,2/19/2020,"BofA Charges 
REI - VTE Supplies",148.45,,148.45
Chugach School District,20,353,450,100,554,0,Supplies,,3/5/2020,"BofA Charges 
Southside Garden - VTE",42.8,,42.8
Chugach School District,20,353,450,100,554,0,Supplies,,3/20/2020,"AMAZON DIRECT 
VTE Supplies",265.44,,265.44
Chugach School District,20,353,450,100,555,0,Supplies,,1/8/2020,"CAROLINA BIOLOGICAL SUPPLY COMPANY 
VTE Supplies",155.03,,155.03
Chugach School District,20,353,450,100,555,0,Supplies,,1/8/2020,"CAROLINA BIOLOGICAL SUPPLY COMPANY 
VTE Supplies",59.99,,59.99
Chugach School District,20,353,450,100,555,0,Supplies,,1/8/2020,"CAROLINA BIOLOGICAL SUPPLY COMPANY 
VTE Supplies",106,,106
Chugach School District,20,353,450,100,555,0,Supplies,,1/10/2020,"BofA Charges 
VTE Supplies - Adventure Cycling",55.2,,55.2
Chugach School District,20,353,450,100,555,0,Supplies,,2/17/2020,"BofA Charges 
REI - VTE Supplies",229.75,,229.75
Chugach School District,20,353,450,100,555,0,Supplies,,2/26/2020,"BofA Charges 
Ortlieb - VTE Supplies",278,,278
Chugach School District,20,353,450,100,555,0,Supplies,,2/28/2020,"BofA Charges 
Fry Bake - VTE Supplies",196.7,,196.7
Chugach School District,20,353,450,100,555,0,Supplies,,3/20/2020,"AMAZON DIRECT 
VTE - Outdoor Leadership Supplies",245.82,,245.82
Chugach School District,20,353,450,100,555,0,Supplies,,5/11/2020,"BofA Charges 
Quality Bike Parts",376.65,,376.65
Chugach School District,20,353,450,350,554,0,Supplies,,3/20/2020,"AMAZON DIRECT 
VTE Supplies",422.86,,422.86
Chugach School District,20,353,450,350,554,0,Supplies,,4/10/2020,"ALASKA SERIGRAPHICS 
VTE Supplies",961.76,,961.76
Chugach School District,20,353,450,350,554,0,Supplies,,4/10/2020,"ALASKA SERIGRAPHICS 
VTE Supplies","1,494.25",,1494.25
Chugach School District,20,353,450,350,554,0,Supplies,,4/10/2020,"ALASKA SERIGRAPHICS 
VTE Supplies","2,794.00",,2794
Chugach School District,20,353,495,550,100,0,Indirect Costs,,6/30/2020,Grant clean-up and indirect costs booked,"16,758.00",,16758
Chugach School District,20,353,510,100,100,0,Equipment,FY20 indirect earned,2/28/2020,"AMAZON DIRECT 
VTE Supplies",739,,739
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"CHUGACH SCHOOL DISTRICT 
Grant Discount",,"15,600.00",-15600
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"LOWER YUKON SCHOOL DISTRICT 
Grant Discount",,"2,400.00",-2400
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"YUPIIT SCHOOL DISTRICT 
Grant Discount",,"6,000.00",-6000
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"LOWER YUKON SCHOOL DISTRICT 
Grant Discount",,"6,000.00",-6000
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"YUPIIT SCHOOL DISTRICT 
Grant Discount",,"5,400.00",-5400
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"CHUGACH SCHOOL DISTRICT 
Grant Discount",,"21,600.00",-21600
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"YUPIIT SCHOOL DISTRICT 
Grant Discount",,"2,400.00",-2400
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"CHUGACH SCHOOL DISTRICT 
Grant Discount",,"2,400.00",-2400
Chugach School District,20,353,630,0,0,0,Other Receivables,,1/30/2020,"ALEUTIAN REGION SCHOOL DISTRICT 
Grant Discount",,600,-600
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/12/2020,"YUPIIT SCHOOL DISTRICT 
payment on account","2,400.00",,2400
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/12/2020,"YUPIIT SCHOOL DISTRICT 
payment on account","3,600.00",,3600
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/12/2020,"YUPIIT SCHOOL DISTRICT 
payment on account","5,400.00",,5400
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/25/2020,"CHUGACH SCHOOL DISTRICT 
Grant Discount",,"15,600.00",-15600
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/25/2020,"LOWER YUKON SCHOOL DISTRICT 
Grant Discount",,"4,800.00",-4800
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/25/2020,"YUPIIT SCHOOL DISTRICT 
Grant Discount",,"8,400.00",-8400
Chugach School District,20,353,630,0,0,0,Other Receivables,,3/25/2020,"LOWER YUKON SCHOOL DISTRICT 
Grant Discount",,"1,200.00",-1200
Chugach School District,20,353,630,0,0,0,Other Receivables,,4/16/2020,"ALEUTIAN REGION SCHOOL DISTRICT 
Grant Discount",,600,-600
Chugach School District,20,353,630,0,0,0,Other Receivables,,4/17/2020,"LOWER YUKON SCHOOL DISTRICT 
BBFF grant payment","6,000.00",,6000
Chugach School District,20,353,630,0,0,0,Other Receivables,,4/17/2020,"LOWER YUKON SCHOOL DISTRICT 
BBFF grant payment","4,800.00",,4800
Chugach School District,20,353,630,0,0,0,Other Receivables,,4/17/2020,"LOWER YUKON SCHOOL DISTRICT 
BBFF grant payment","2,400.00",,2400
Chugach School District,20,353,630,0,0,0,Other Receivables,,4/17/2020,"LOWER YUKON SCHOOL DISTRICT 
BBFF grant payment","1,200.00",,1200
Chugach School District,20,353,630,0,0,0,Other Receivables,,5/11/2020,"ALEUTIAN REGION SCHOOL DISTRICT 
payment on account and May/Jun contract services",600,,600
Chugach School District,20,353,630,0,0,0,Other Receivables,,5/11/2020,"YUPIIT SCHOOL DISTRICT 
payment on account","8,400.00",,8400
Chugach School District,20,353,630,0,0,0,Other Receivables,,5/11/2020,"ALEUTIAN REGION SCHOOL DISTRICT 
payment on account and May/Jun contract services",600,,600
Chugach School District,20,353,630,0,0,0,Other Receivables,,6/8/2020,"YUPIIT SCHOOL DISTRICT 
payment on account","2,400.00",,2400
Chugach School District,20,353,630,0,0,0,Other Receivables,,6/30/2020,Adjust accounts receivable balances,"55,200.00",,55200
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,Adjust A/R balance,10/2/2019,REDACTED,"1,920.00",,1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/2/2019,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/2/2019,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/14/2019,REDACTED,,"1,000.00",-1000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/14/2019,REDACTED,,"1,000.00",-1000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/14/2019,REDACTED,"1,000.00",,1000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/21/2019,First Trek petty cash withdrawl,,"1,800.00",-1800
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/30/2019,REDACTED,,"4,000.00",-4000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/30/2019,REDACTED,,"3,000.00",-3000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/30/2019,REDACTED,"3,000.00",,3000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/30/2019,REDACTED,,"4,000.00",-4000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/30/2019,REDACTED,"4,000.00",,4000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/30/2019,REDACTED,,"3,000.00",-3000
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"8,300.85",-8300.85
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"4,327.27",-4327.27
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"5,524.66",-5524.66
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"4,344.13",-4344.13
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"6,111.85",-6111.85
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"6,502.02",-6502.02
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"5,382.53",-5382.53
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"5,267.15",-5267.15
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"1,453.28",-1453.28
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,10/31/2019,REDACTED,,"5,277.17",-5277.17
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/2/2019,"TESORO ALASKA PETROLEUM 
Fuel",,495.49,-495.49
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/2/2019,"ALASKA AIRLINES 
Phase II Travel",,253.6,-253.6
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,REDACTED,"1,920.00",,1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,"TESORO ALASKA PETROLEUM 
Fuel",,495.49,-495.49
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,"ALASKA AIRLINES 
Phase II Travel",,253.6,-253.6
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,"TESORO ALASKA PETROLEUM 
Fuel",495.49,,495.49
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/4/2019,"ALASKA AIRLINES 
Phase II Travel",253.6,,253.6
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,300,,300
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,,100,-100
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,,300,-300
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,100,,100
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,,149,-149
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,70,,70
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,"BofA Charges 
AK Seeds of Change - VTE",,100,-100
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,"BofA Charges 
TAP",,70,-70
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,,474.6,-474.6
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,149,,149
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,"BofA Charges 
VTE - Fundango",,474.6,-474.6
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,474.6,,474.6
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,"BofA Charges 
Rec Desk - VTE",,300,-300
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,"BofA Charges 
Lucy's - VTE",,149,-149
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/5/2019,BofA Charges,,70,-70
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/6/2019,"ALASKA AIR TRANSIT 
Invoices 128/116, 901/946, 92/10/51/10/62",855,,855
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/6/2019,"ALASKA AIR TRANSIT 
Invoices 128/116, 901/946, 92/10/51/10/62",,855,-855
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/12/2019,"ALASKA AIR TRANSIT 
Phase II Travel",,855,-855
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/18/2019,REDACTED,,"1,200.00",-1200
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/18/2019,"AVSTEM 
PHASE II Lessons",,"2,774.00",-2774
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/18/2019,"AVSTEM 
PHASE II Lessons",,"2,774.00",-2774
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/18/2019,"AVSTEM 
PHASE II Lessons","2,774.00",,2774
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/18/2019,REDACTED,,"1,200.00",-1200
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/18/2019,REDACTED,"1,200.00",,1200
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"SUSITNA BICYCLE INSTITUTE 
MOA - VTE Instruction",,850,-850
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"SUSITNA BICYCLE INSTITUTE 
MOA - VTE Instruction",850,,850
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"TESORO ALASKA PETROLEUM 
Fuel",,303.84,-303.84
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"TESORO ALASKA PETROLEUM 
Fuel",303.84,,303.84
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"ALASKA AIR TRANSIT 
Invoices 433329, 875/888/043, 961/366/470/339",125,,125
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"SUSITNA BICYCLE INSTITUTE 
MOA - VTE Instruction",,850,-850
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"ALASKA AIR TRANSIT 
Phase II Travel",,125,-125
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"TESORO ALASKA PETROLEUM 
Fuel",,303.84,-303.84
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"ALASKA AIR TRANSIT 
Invoices 433329, 875/888/043, 961/366/470/339",,125,-125
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,,"2,876.11",-2876.11
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,150,,150
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"BofA Charges 
VTE Supplies",,"2,876.11",-2876.11
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"BofA Charges 
Red Cross - VTE",,150,-150
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,"2,876.11",,2876.11
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,58.5,,58.5
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,548.2,,548.2
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,,548.2,-548.2
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,51.04,,51.04
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,,"1,258.36",-1258.36
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,"1,258.36",,1258.36
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"BofA Charges 
VTE Activities",,548.2,-548.2
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"BofA Charges 
Office Depot - VTE Supplies",,51.04,-51.04
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"BofA Charges 
Costco - VTE NB Supplies",,"1,258.36",-1258.36
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,"BofA Charges 
AK VoTech - VTE",,58.5,-58.5
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,,58.5,-58.5
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,,51.04,-51.04
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/21/2019,BofA Charges,,150,-150
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/26/2019,"ALASKA AIRLINES 
Invoices 3310774, 3313892",915.33,,915.33
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/26/2019,"ALASKA AIRLINES 
Phase II Travel",,915.33,-915.33
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/26/2019,"AMAZON DIRECT 
VTE Supplies",,"1,476.53",-1476.53
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/26/2019,"ALASKA AIRLINES 
Invoices 3310774, 3313892",,915.33,-915.33
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/26/2019,"AMAZON DIRECT 
Invoices 369, 388, 46x2, 53/86/96, 573, 639, 639, 84/78/95/45, 845, 86/34/59, 866, 876, 893, 965",,"1,476.53",-1476.53
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/26/2019,"AMAZON DIRECT 
Invoices 369, 388, 46x2, 53/86/96, 573, 639, 639, 84/78/95/45, 845, 86/34/59, 866, 876, 893, 965","1,476.53",,1476.53
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"5,068.63",-5068.63
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"3,686.67",-3686.67
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"5,277.17",-5277.17
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"8,300.85",-8300.85
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"6,111.85",-6111.85
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"5,939.32",-5939.32
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"3,880.02",-3880.02
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"4,924.23",-4924.23
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,11/30/2019,REDACTED,,"4,607.69",-4607.69
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/7/2019,"TESORO ALASKA PETROLEUM 
Fuel",,254.45,-254.45
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/9/2019,"TESORO ALASKA PETROLEUM 
Fuel",,254.45,-254.45
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/9/2019,"TESORO ALASKA PETROLEUM 
Fuel",254.45,,254.45
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/11/2019,"TEAM ONE 
ETT Cert. - VTE Phase III",,"3,880.00",-3880
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/11/2019,"ALASKA AIR TRANSIT 
Phase II Travel",,125,-125
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/12/2019,"ALASKA AIR TRANSIT 
Invoices 17/22, 28/15, 433329",,125,-125
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/12/2019,"ALASKA AIR TRANSIT 
Invoices 17/22, 28/15, 433329",125,,125
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/12/2019,"TEAM ONE 
ETT Cert. - VTE Phase III","3,880.00",,3880
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/12/2019,"TEAM ONE 
ETT Cert. - VTE Phase III",,"3,880.00",-3880
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/16/2019,REDACTED,409.68,,409.68
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/16/2019,REDACTED,109.38,,109.38
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"4,831.97",-4831.97
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"3,674.11",-3674.11
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"8,300.85",-8300.85
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"3,550.21",-3550.21
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"5,277.17",-5277.17
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"3,030.23",-3030.23
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"3,968.37",-3968.37
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"4,993.29",-4993.29
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,12/31/2019,REDACTED,,"5,620.72",-5620.72
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/2/2020,DOE - GI payment,"131,841.98",,131841.98
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/8/2020,"CAROLINA BIOLOGICAL SUPPLY COMPANY 
VTE Supplies",,321.02,-321.02
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/8/2020,"TESORO ALASKA PETROLEUM 
Fuel",,129.32,-129.32
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/8/2020,"CAROLINA BIOLOGICAL SUPPLY COMPANY 
VTE Supplies",321.02,,321.02
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/8/2020,"TESORO ALASKA PETROLEUM 
Fuel",129.32,,129.32
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/8/2020,"TESORO ALASKA PETROLEUM 
Fuel",,129.32,-129.32
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/8/2020,"CAROLINA BIOLOGICAL SUPPLY COMPANY 
VTE Supplies",,321.02,-321.02
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,"BofA Charges 
VTE Phase III Travel Supplies",,"1,262.83",-1262.83
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,"BofA Charges 
VTE Activities",,115.25,-115.25
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,,55.2,-55.2
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,55.2,,55.2
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,,610.22,-610.22
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,610.22,,610.22
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,"1,262.83",,1262.83
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,,"1,262.83",-1262.83
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,115.25,,115.25
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,BofA Charges,,115.25,-115.25
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,"BofA Charges 
Alaska Airlines - VTE Travel",,610.22,-610.22
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,"BofA Charges 
VTE Supplies - Adventure Cycling",,55.2,-55.2
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/10/2020,REDACTED,"1,920.00",,1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"BofA Charges 
Coscto - VTE Phase Supplies",,"1,368.74",-1368.74
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,BofA Charges,"1,368.74",,1368.74
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,BofA Charges,,"1,368.74",-1368.74
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"ALASKA AIRLINES 
Phase III Travel",,610.62,-610.62
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"FANCHER, DEB 
VTE Science Class",280,,280
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"FANCHER, DEB 
VTE Science Class",,280,-280
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"ALASKA AIRLINES 
Invoices 3315660, 3315660, 3315660, 3315660, 3315660",,610.62,-610.62
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"ALASKA AIRLINES 
Invoices 3315660, 3315660, 3315660, 3315660, 3315660",610.62,,610.62
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/22/2020,"FANCHER, DEB 
VTE Science Class",,280,-280
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"6,165.26",-6165.26
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"4,830.25",-4830.25
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"5,897.18",-5897.18
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"4,198.11",-4198.11
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"3,334.10",-3334.1
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"8,528.85",-8528.85
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"5,211.82",-5211.82
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,1/31/2020,REDACTED,,"5,419.67",-5419.67
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/3/2020,DOE - GI payment,"123,396.00",,123396
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/4/2020,REDACTED,"1,920.00",,1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/4/2020,REDACTED,,"1,920.00",-1920
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/4/2020,"ERA/RAVN 
Invoices 6113, 9725",336,,336
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/4/2020,"ERA/RAVN 
Invoices 6113, 9725",,336,-336
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/4/2020,"ERA/RAVN 
Phase III Travel",,336,-336
Chugach School District,20,353,640,0,0,100,Due To/From General Fund,,2/4/2020,REDACTED,,"1,920.00",-1920
